Country,injury_severity,aircraft_damage,aircraft_category,number_of_engines,engine_type,flight_purpose,weather_condition,fatal_injuries,serious_injuries,minor_injuries,uninjured,Year,make_model
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 305
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,CESSNA T188C
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,1.0,1.0,197.0,2015,BOEING 777 - 236
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Fan,Personal,VMC,0.0,0.0,0.0,2.0,2015,AERO VODOCHODY L39
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 172 - R
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,RAYTHEON AIRCRAFT COMPANY G36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 172R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,LUSCOMBE 8A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,DUENAS PULSAR III
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,AIR TRACTOR INC AT 502
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,2.0,2015,BURR EXPRESS 2000 RG
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2015,BEECH D35
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2015,BEECH A36
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,1.0,0.0,0.0,0.0,2015,CESSNA 207
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 150F
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,SMILEY JAMES E RAG WING RW-6
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,CESSNA T188C
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,1.0,0.0,2015,AIR TRACTOR INC AT 502B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,1.0,4.0,2015,CESSNA 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,PIPER PA 22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,BEECH A23 24
Canada,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,Unk,2.0,0.0,0.0,0.0,2015,CESSNA 182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,SEA & SKY INC DBA KRUCKER ACFT CYGNET
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2015,PIPER PA 22-135
United States,Fatal,Destroyed,Airplane,1.0,Turbo Prop,Aerial Application,VMC,1.0,0.0,0.0,0.0,2015,AYRES CORPORATION S2R T34
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2015,MONNETT JOHN T JR SONEX SA
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,1.0,0.0,2015,BEECH A36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,RANS S 12XL
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,1.0,0.0,0.0,2015,GULFSTREAM-SCHWEIZER A/C CORP GULFSTREAM AM G 164B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,WACO UPF 7
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,PIPER PA 18A 150
United States,Fatal,Minor,Airplane,1.0,Reciprocating,Instructional,VMC,1.0,0.0,0.0,0.0,2015,PIPER PA 18-150
Colombia,Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,1.0,0.0,0.0,0.0,2015,CESSNA A188
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Unknown,IMC,0.0,0.0,0.0,2.0,2015,DEHAVILLAND DHC-3T
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 195
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,AIR TRACTOR INC AT-602
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,1.0,0.0,2015,MORSE FRANK L REBEL
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Public Aircraft - Federal,VMC,2.0,0.0,0.0,0.0,2015,CUB CRAFTERS CC18-180
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,37.0,2015,BOMBARDIER INC DHC 8
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,GRUMMAN AMERICAN AVN. CORP. AA 5B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 177
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2015,FLIGHT DESIGN GMBH CTSW
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,1.0,0.0,0.0,2015,BELCHER CH601XLB
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,MAULE M 7-235B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 180B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,RADDATZ STEVE RV 8
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 172H
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,MOONEY M20C
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,1.0,0.0,0.0,0.0,2015,BELLANCA 7GCBC
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,7.0,1.0,137.0,2015,MCDONNELL DOUGLAS DC 9 83(MD-83)
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,GRUMMAN ACFT ENG COR-SCHWEIZER G 164A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,HUNZIKER EROS 1650R
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,AIR TRACTOR INC AT 401
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,PIPER PA 28-140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,PIPER PA 16
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,1.0,0.0,1.0,0.0,2015,BEECH F35
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,Unk,0.0,4.0,1.0,75.0,2015,BOMBARDIER INC CL600 2D24
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,PIPER PA28-200
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BEECH RC 45J
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BEECH E33A
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,4.0,0.0,1.0,0.0,2015,BEECH A36
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Jet,Unknown,VMC,0.0,0.0,0.0,4.0,2015,ECLIPSE AVIATION CORP EA500
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,1.0,0.0,0.0,2015,GRUMMAN ACFT ENG COR-SCHWEIZER G 164B
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,BEECH G58
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA P210N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,3.0,2015,CESSNA 182P
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2015,PIPER PA 32
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,1.0,0.0,2015,GRUMMAN AMERICAN AVN. CORP. AA-5
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2015,PIPER PA28
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Skydiving,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 182A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA T210
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,1.0,0.0,2015,WEATHERLY AVIATION CO INC 620A
United States,Non-Fatal,Substantial,Airplane,0.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,WEATHERLY 201B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,PIPER PA 18A 150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2015,STINSON 108
Bolivia,Fatal,Destroyed,Airplane,1.0,Reciprocating,Unknown,Unk,2.0,0.0,0.0,0.0,2015,ILYUSHIN IL-103
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,PENELL MARK A RANS S-10 KIT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,1.0,0.0,2015,ROCKWELL INTERNATIONAL S 2R
Ireland,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Business,Unknown,0.0,0.0,0.0,5.0,2015,RAYTHEON CORPORATE JETS INC BAE 125 800
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,DIAMOND AIRCRAFT IND INC DA 20 C1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,PIPER PA-22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2015,PIPER PA 20
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 152
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2015,CESSNA 180A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,LANCAIR ES - NO SERIES
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BEECH C23
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BEECH B 55
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,1.0,2015,ROBERTS SUPER BEAR
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,VANS AIRCRAFT INC RV-12
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 150L
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,AVIAT AIRCRAFT INC A
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2015,CZECH SPORT AIRCRAFT AS PIPER SPORT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,1.0,0.0,0.0,2015,GRUMMAN ACFT ENG COR-SCHWEIZER G 164A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,0.0,0.0,1.0,2015,MOONEY M20K
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,2.0,2015,ERVIN REX H BEAR HAWK
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,FLIGHT DESIGN GMBH CTLS
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Executive/corporate,VMC,0.0,0.0,0.0,4.0,2015,GATES LEARJET CORP. 35A
United States,Fatal,Destroyed,Airplane,1.0,Turbo Prop,Personal,VMC,1.0,0.0,0.0,0.0,2015,SHORT BROTHERS PLC S312 TUCANO T MK1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2015,PIPER PA 32R-301
Canada,Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,Unknown,2.0,0.0,0.0,1.0,2015,CESSNA 185
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,WEATHERLY 201B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,0.0,2.0,1.0,0.0,2015,CESSNA TU206F
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,QUICKSILVER MX
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,WSK PZL MIELEC M 18A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,1.0,2015,AERONCA 7AC
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,AIR TRACTOR INC AT 502B
United States,Fatal,Substantial,Airplane,1.0,Turbo Prop,Unknown,VMC,9.0,0.0,0.0,0.0,2015,DEHAVILLAND DHC-3
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,PIPER PA 24
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,QUICKSILVER MXL II SPORT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 172 - S
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2015,STUHLMILLER ROBERT EUROPA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2015,RANDALL W GRANDPRE CH-701 ZENITH
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 172N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,SILVAIRE LUSCOMBE 8A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,BRYAN JERRY R CH750
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,HIER JAMES A LONG EZ
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Air Race show,VMC,1.0,0.0,0.0,0.0,2015,CHRISTEN INDUSTRIES INC PITTS S-2B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,5.0,2015,CESSNA U206G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,3.0,0.0,2015,CESSNA TR182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2015,MOONEY M20R
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,1.0,0.0,2015,MANISCALCO GREAT LAKES
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,3.0,0.0,0.0,0.0,2015,BEECH A36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BELLANCA 7GCBC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2015,BEECH D17S
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,2.0,2015,PIPER PA 28-180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,0.0,1.0,0.0,2015,PIPER PA 25-235
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 170B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,DON W GUICE ZODIAC 601XL
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,JOHNSON GARY PA 18 SUPER CUB KIT
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,Unk,0.0,0.0,1.0,155.0,2015,AIRBUS INDUSTRIE A320 212
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Skydiving,VMC,0.0,1.0,1.0,0.0,2015,CESSNA 182D
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,2.0,2015,CESSNA TR182
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Other Work Use,VMC,0.0,0.0,0.0,2.0,2015,SHORT BROS SD3 60
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2015,CESSNA 170
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,2.0,2015,BEECH C 99
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,Unk,0.0,0.0,1.0,0.0,2015,BOEING 737 832
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 180
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2015,PIPER PA 24-250
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,GRUMMAN AMERICAN AVN. CORP. AA 5A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2015,PIPER PA28
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,CESSNA A188B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BOEING A75N1 (PT17)
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2015,CESSNA T182T
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,1.0,2015,PIPER PA-18
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2015,CESSNA 172P
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,CESSNA 172D
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 172N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,PIPER PA 18-135
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,1.0,2015,PIPER PA 18-150
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2015,MOONEY M20E
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2015,CHAMPION 7BCM
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,AVIAT AIRCRAFT INC A-1C-180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,PIPER PA 24-250
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,PIPER J3C
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,1.0,0.0,2015,CESSNA A188B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2015,CESSNA 182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,COLONIAL C 1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,EVEKTOR-AEROTECHNIK AS SPORTSTAR SL
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,AVIAT AIRCRAFT INC A-1C-180
Russia,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Ferry,Unknown,0.0,0.0,0.0,2.0,2015,QUEST AIRCRAFT COMPANY LLC KODIAC 100
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2015,CESSNA 182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2015,CESSNA T210L
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Business,VMC,0.0,2.0,0.0,0.0,2015,CIRRUS DESIGN CORP SR22
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,1.0,0.0,0.0,2015,CESSNA 150M
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,0.0,0.0,2.0,2015,PROGRESSIVE AERODYNE INC SEAREY LSA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2015,PIPER PA 28-140
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,2.0,2015,PILATUS PC12
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,WEATHERLY AVIATION CO INC 620B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,1.0,0.0,0.0,2015,CESSNA 150J
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,PIETENPOL AIR CAMPER
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2015,AYRES CORPORATION S2R T34
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,MOONEY M 20G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,CESSNA 170
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,HAPHEY BRUCE FREDERIC MUSTANG II
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,1.0,0.0,2015,BEECH A35
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,LUSCOMBE 8A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BRANDT LEROY E CHALLENGER II
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2015,PIPER PA 22-160
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA A185F
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Skydiving,VMC,0.0,1.0,0.0,4.0,2015,CESSNA 210 5A(205A)
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Positioning,IMC,0.0,0.0,0.0,1.0,2015,CESSNA 340
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 210
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,BARRON STARDUSTER SA 300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2015,GRUMMAN AMERICAN AVN. CORP. AA 5
United States,Non-Fatal,Destroyed,Airplane,2.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2015,PIPER PA 30
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2015,PIPER PA 32-300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2015,PIPER PA 12
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2015,DAFOE GERALD W TCOW SMITH CUB
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2015,CESSNA 140
