Country,injury_severity,aircraft_damage,aircraft_category,number_of_engines,engine_type,flight_purpose,weather_condition,fatal_injuries,serious_injuries,minor_injuries,uninjured,Year,make_model
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2009,CESSNA 310J
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2009,BERIEV AIRCRAFT COMPANY BE-103
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,1.0,0.0,0.0,2009,SAUER KR-2S
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,1.0,0.0,2009,Hallbauer Dragonfly Mark II
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,CESSNA 182C
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2009,PIPER PA-18-135
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,CESSNA 180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2009,CESSNA 120
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,BEECH 77
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2009,CESSNA T182T
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Jet,Unknown,VMC,0.0,0.0,0.0,70.0,2009,MCDONNELL DOUGLAS MD-90-30
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2009,AMERICAN AVIATION AA1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,2.0,0.0,2009,MOONEY M20C
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,PIPER PA-18-160
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,1.0,0.0,0.0,2009,BEECH C-99
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,BEECH 95-B55
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2009,ERCOUPE 415
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2009,CESSNA 172S
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Ferry,VMC,0.0,1.0,0.0,2.0,2009,GRUMMAN AIRCRAFT ENG CORP G-111
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,ZENITH AIRCRAFT CO ZODIAC 601 XL
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,CHAMPION 7GCBC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,CIRRUS SR20
United States,Non-Fatal,Minor,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,Univar 415-C/D
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2009,WICKS AIR CENTER LLC HORNET
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,LOCKWOOD AIRCRAFT CORP AIR-CAM
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,AERO COMMANDER 100
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2009,MOORE SKYBOLT/BM
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,NORTH AMERICAN T6-G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,CESSNA A188B
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,VMC,0.0,0.0,3.0,0.0,2009,HAWKER BEECHCRAFT CORPORATION B200
United States,Non-Fatal,Unknown,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,1.0,2009,CESSNA 150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,Younkin J R Mullicoupe
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,0.0,0.0,2009,BEECH 35-B33
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,AMERICAN CHAMPION AIRCRAFT 8GCBC
United States,Non-Fatal,Minor,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,PIPER PA-46-310P
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2009,PIPER PA-28R-200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Other Work Use,VMC,0.0,3.0,0.0,0.0,2009,CURTISS WRIGHT TRAVEL AIR
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,AUGUSTINE DAVID L SONEX
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2009,PIPER PA-28-180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,AIR GULFSTREAM AIRLINES INC SX-300
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,BEECH A36
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,130.0,2009,AIRBUS A319-111
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2009,PIPER PA-28-140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,Robert Wood Thorp T18
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2009,CLASSIC AIRCRAFT CORP WACO YMF
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,PIPER PA-34-200T
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,PARADISE USA LLC PARADISE P-1 SLSA LW
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2009,NAVION NAVION G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,PIPER PA-28-181
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,CESSNA C185F
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,IMC,0.0,1.0,1.0,198.0,2009,BOEING 777-200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2009,PIPER PA28-151
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2009,CESSNA 182K
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2009,COSTRUZIONI AERONAUTICHE TECNA P2004 BRAVO
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2009,BOEING A75N1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2009,CIRRUS SR-22
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,BUDD Lancair Legacy
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2009,PIPER PA-28R-200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,BOEING B75N1
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,2.0,0.0,0.0,2009,CESSNA 182P
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,PIPER PA-30
United States,Non-Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,CESSNA 170B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2009,NEPHEW ALAN H KITFOX
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Glider Tow,VMC,0.0,1.0,0.0,0.0,2009,PIPER PA-25-260
United States,Non-Fatal,Minor,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,KRUSMARK DAVID HOMER SEAREY
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2009,CESSNA 150L
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,Tail Feather LLC Sea Rey
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2009,COX BUSBY MUSTANG
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,3.0,0.0,2009,PIPER PA-32RT-300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,Mahre Starduster SA300
United States,Non-Fatal,Unknown,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,2.0,2009,CURTISS WRIGHT TRAVEL AIR 4000
Antarctica,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,1.0,2009,PILATUS BRITTEN-NORMAN BN-2B-26
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,PIPER PA-38-112
United States,Non-Fatal,Unknown,Airplane,1.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,1.0,2009,CESSNA 208B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2009,PIPER PA-28R-200
United States,Fatal,Destroyed,Airplane,2.0,Turbo Prop,Executive/corporate,VMC,1.0,0.0,0.0,0.0,2009,PIPER PA-31T2
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,STINSON 108-3
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2009,CESSNA 172M
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,PIPER PA-32R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,0.0,0.0,2.0,2009,BEECH V35
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,MAULE M5
United States,Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,IMC,2.0,0.0,0.0,0.0,2009,NEW PIPER AIRCRAFT INC PA-46-500TP
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,4.0,0.0,0.0,0.0,2009,CESSNA 172S
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,0.0,0.0,1.0,2009,ROCKWELL INTERNATIONAL 114
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Business,IMC,1.0,0.0,0.0,0.0,2009,BEECH A36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,BEECH 35-33
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2009,PIPER PA-38-112
United States,Non-Fatal,Minor,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,BEECH 58
United States,Fatal,Destroyed,Airplane,2.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2009,PIPER PA-30
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2009,CESSNA 182P
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,7.0,2009,BEECH 200
Bahamas,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,HUBER HARTMUT EXPRESS
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2009,CESSNA 310
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2009,CESSNA 310R
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Personal,IMC,0.0,2.0,0.0,0.0,2009,EADS SOCATA TBM 700
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,CIRRUS SR22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2009,CESSNA 172F
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,STINSON 108-1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,Cessna 172P
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,1.0,0.0,3.0,2009,BOMBARDIER CL600 2C10
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,AVIAT A1-A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,1.0,0.0,2009,Czech Aircraft Works Sportcruiser
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,BEECH A23-24
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2009,FPNA LLC A-22 Valor
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,IMC,0.0,0.0,0.0,1.0,2009,CESSNA 402C
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2009,STINSON SR-8B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,1.0,2009,BELLANCA 7GCBC
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,PIPER PA-28-140
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2009,DAVIS MICHAEL J LONGEZ
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2009,CESSNA 182P
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,BEECH B35
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,CESSNA 210A
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,45.0,2009,ATR ATR72
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2009,PIPER PA-28-180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,1.0,0.0,0.0,2009,LYMAN RANDALL/SCOTT DAVID AVID FLYER
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2009,HOOVER FRANK RV-8
Papua New Guinea,Fatal,Destroyed,Airplane,1.0,Reciprocating,Unknown,VMC,6.0,0.0,1.0,0.0,2009,CESSNA 185
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2009,PIPER PA-18
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2010,CESSNA 150G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,IMC,0.0,0.0,0.0,1.0,2010,PIPER PA-32R-300
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,3.0,2010,FAIRCHILD SA227
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2010,MAULE M-4-220C
Canada,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,6.0,2010,Hawker Beechcraft Corp. 200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2010,CESSNA 182P
